run,generation,best_fitness,algorithm,instance
6,32,14902,EA,tai20_5_0.fsp
6,33,14902,EA,tai20_5_0.fsp
6,34,14810,EA,tai20_5_0.fsp
6,35,14810,EA,tai20_5_0.fsp
6,36,14810,EA,tai20_5_0.fsp
6,37,14771,EA,tai20_5_0.fsp
6,38,14771,EA,tai20_5_0.fsp
6,39,14771,EA,tai20_5_0.fsp
6,40,14771,EA,tai20_5_0.fsp
6,41,14771,EA,tai20_5_0.fsp
6,42,14771,EA,tai20_5_0.fsp
6,43,14771,EA,tai20_5_0.fsp
6,44,14752,EA,tai20_5_0.fsp
6,45,14716,EA,tai20_5_0.fsp
6,46,14716,EA,tai20_5_0.fsp
6,47,14707,EA,tai20_5_0.fsp
6,48,14652,EA,tai20_5_0.fsp
6,49,14652,EA,tai20_5_0.fsp
6,50,14652,EA,tai20_5_0.fsp
6,51,14652,EA,tai20_5_0.fsp
6,52,14652,EA,tai20_5_0.fsp
6,53,14652,EA,tai20_5_0.fsp
6,54,14652,EA,tai20_5_0.fsp
6,55,14652,EA,tai20_5_0.fsp
6,56,14652,EA,tai20_5_0.fsp
6,57,14625,EA,tai20_5_0.fsp
6,58,14625,EA,tai20_5_0.fsp
6,59,14625,EA,tai20_5_0.fsp
6,60,14625,EA,tai20_5_0.fsp
6,61,14625,EA,tai20_5_0.fsp
6,62,14625,EA,tai20_5_0.fsp
6,63,14581,EA,tai20_5_0.fsp
6,64,14581,EA,tai20_5_0.fsp
6,65,14581,EA,tai20_5_0.fsp
6,66,14550,EA,tai20_5_0.fsp
6,67,14532,EA,tai20_5_0.fsp
6,68,14532,EA,tai20_5_0.fsp
6,69,14532,EA,tai20_5_0.fsp
6,70,14532,EA,tai20_5_0.fsp
6,71,14532,EA,tai20_5_0.fsp
6,72,14527,EA,tai20_5_0.fsp
6,73,14527,EA,tai20_5_0.fsp
6,74,14527,EA,tai20_5_0.fsp
6,75,14421,EA,tai20_5_0.fsp
6,76,14421,EA,tai20_5_0.fsp
6,77,14421,EA,tai20_5_0.fsp
6,78,14421,EA,tai20_5_0.fsp
6,79,14421,EA,tai20_5_0.fsp
6,80,14421,EA,tai20_5_0.fsp
6,81,14409,EA,tai20_5_0.fsp
6,82,14409,EA,tai20_5_0.fsp
6,83,14409,EA,tai20_5_0.fsp
6,84,14375,EA,tai20_5_0.fsp
6,85,14322,EA,tai20_5_0.fsp
6,86,14322,EA,tai20_5_0.fsp
6,87,14322,EA,tai20_5_0.fsp
6,88,14322,EA,tai20_5_0.fsp
6,89,14322,EA,tai20_5_0.fsp
6,90,14322,EA,tai20_5_0.fsp
6,91,14216,EA,tai20_5_0.fsp
6,92,14216,EA,tai20_5_0.fsp
6,93,14216,EA,tai20_5_0.fsp
6,94,14216,EA,tai20_5_0.fsp
6,95,14216,EA,tai20_5_0.fsp
6,96,14216,EA,tai20_5_0.fsp
6,97,14216,EA,tai20_5_0.fsp
6,98,14172,EA,tai20_5_0.fsp
6,99,14172,EA,tai20_5_0.fsp
7,0,16120,EA,tai20_5_0.fsp
7,1,16120,EA,tai20_5_0.fsp
7,2,15996,EA,tai20_5_0.fsp
7,3,15925,EA,tai20_5_0.fsp
7,4,15399,EA,tai20_5_0.fsp
7,5,15264,EA,tai20_5_0.fsp
7,6,15264,EA,tai20_5_0.fsp
7,7,15264,EA,tai20_5_0.fsp
7,8,15264,EA,tai20_5_0.fsp
7,9,15264,EA,tai20_5_0.fsp
7,10,15213,EA,tai20_5_0.fsp
7,11,15213,EA,tai20_5_0.fsp
7,12,15213,EA,tai20_5_0.fsp
7,13,15128,EA,tai20_5_0.fsp
7,14,14967,EA,tai20_5_0.fsp
7,15,14967,EA,tai20_5_0.fsp
7,16,14910,EA,tai20_5_0.fsp
7,17,14882,EA,tai20_5_0.fsp
7,18,14882,EA,tai20_5_0.fsp
7,19,14882,EA,tai20_5_0.fsp
7,20,14882,EA,tai20_5_0.fsp
7,21,14864,EA,tai20_5_0.fsp
7,22,14807,EA,tai20_5_0.fsp
7,23,14807,EA,tai20_5_0.fsp
7,24,14793,EA,tai20_5_0.fsp
7,25,14793,EA,tai20_5_0.fsp
7,26,14793,EA,tai20_5_0.fsp
7,27,14763,EA,tai20_5_0.fsp
7,28,14763,EA,tai20_5_0.fsp
7,29,14763,EA,tai20_5_0.fsp
7,30,14763,EA,tai20_5_0.fsp
7,31,14757,EA,tai20_5_0.fsp
7,32,14757,EA,tai20_5_0.fsp
7,33,14757,EA,tai20_5_0.fsp
7,34,14708,EA,tai20_5_0.fsp
7,35,14708,EA,tai20_5_0.fsp
7,36,14699,EA,tai20_5_0.fsp
7,37,14699,EA,tai20_5_0.fsp
7,38,14682,EA,tai20_5_0.fsp
7,39,14682,EA,tai20_5_0.fsp
7,40,14660,EA,tai20_5_0.fsp
7,41,14660,EA,tai20_5_0.fsp
7,42,14660,EA,tai20_5_0.fsp
7,43,14660,EA,tai20_5_0.fsp
7,44,14650,EA,tai20_5_0.fsp
7,45,14641,EA,tai20_5_0.fsp
7,46,14636,EA,tai20_5_0.fsp
7,47,14636,EA,tai20_5_0.fsp
7,48,14636,EA,tai20_5_0.fsp
7,49,14636,EA,tai20_5_0.fsp
7,50,14636,EA,tai20_5_0.fsp
7,51,14636,EA,tai20_5_0.fsp
7,52,14636,EA,tai20_5_0.fsp
7,53,14636,EA,tai20_5_0.fsp
7,54,14636,EA,tai20_5_0.fsp
7,55,14636,EA,tai20_5_0.fsp
7,56,14636,EA,tai20_5_0.fsp
7,57,14636,EA,tai20_5_0.fsp
7,58,14636,EA,tai20_5_0.fsp
7,59,14636,EA,tai20_5_0.fsp
7,60,14636,EA,tai20_5_0.fsp
7,61,14636,EA,tai20_5_0.fsp
7,62,14636,EA,tai20_5_0.fsp
7,63,14636,EA,tai20_5_0.fsp
7,64,14628,EA,tai20_5_0.fsp
7,65,14628,EA,tai20_5_0.fsp
7,66,14628,EA,tai20_5_0.fsp
7,67,14628,EA,tai20_5_0.fsp
7,68,14628,EA,tai20_5_0.fsp
7,69,14628,EA,tai20_5_0.fsp
7,70,14623,EA,tai20_5_0.fsp
7,71,14623,EA,tai20_5_0.fsp
7,72,14623,EA,tai20_5_0.fsp
7,73,14623,EA,tai20_5_0.fsp
7,74,14623,EA,tai20_5_0.fsp
7,75,14623,EA,tai20_5_0.fsp
7,76,14546,EA,tai20_5_0.fsp
7,77,14546,EA,tai20_5_0.fsp
7,78,14546,EA,tai20_5_0.fsp
7,79,14546,EA,tai20_5_0.fsp
7,80,14546,EA,tai20_5_0.fsp
7,81,14546,EA,tai20_5_0.fsp
7,82,14528,EA,tai20_5_0.fsp
7,83,14528,EA,tai20_5_0.fsp
7,84,14510,EA,tai20_5_0.fsp
7,85,14510,EA,tai20_5_0.fsp
7,86,14510,EA,tai20_5_0.fsp
7,87,14510,EA,tai20_5_0.fsp
7,88,14510,EA,tai20_5_0.fsp
7,89,14510,EA,tai20_5_0.fsp
7,90,14510,EA,tai20_5_0.fsp
7,91,14510,EA,tai20_5_0.fsp
7,92,14510,EA,tai20_5_0.fsp
7,93,14510,EA,tai20_5_0.fsp
7,94,14510,EA,tai20_5_0.fsp
7,95,14510,EA,tai20_5_0.fsp
7,96,14510,EA,tai20_5_0.fsp
7,97,14510,EA,tai20_5_0.fsp
7,98,14510,EA,tai20_5_0.fsp
7,99,14510,EA,tai20_5_0.fsp
8,0,15905,EA,tai20_5_0.fsp
8,1,15687,EA,tai20_5_0.fsp
8,2,15687,EA,tai20_5_0.fsp
8,3,15687,EA,tai20_5_0.fsp
8,4,15571,EA,tai20_5_0.fsp
8,5,15135,EA,tai20_5_0.fsp
8,6,15125,EA,tai20_5_0.fsp
8,7,15098,EA,tai20_5_0.fsp
8,8,14752,EA,tai20_5_0.fsp
8,9,14713,EA,tai20_5_0.fsp
8,10,14713,EA,tai20_5_0.fsp
8,11,14713,EA,tai20_5_0.fsp
8,12,14713,EA,tai20_5_0.fsp
8,13,14619,EA,tai20_5_0.fsp
8,14,14619,EA,tai20_5_0.fsp
8,15,14600,EA,tai20_5_0.fsp
8,16,14600,EA,tai20_5_0.fsp
8,17,14600,EA,tai20_5_0.fsp
8,18,14585,EA,tai20_5_0.fsp
8,19,14552,EA,tai20_5_0.fsp
8,20,14552,EA,tai20_5_0.fsp
8,21,14513,EA,tai20_5_0.fsp
8,22,14513,EA,tai20_5_0.fsp
8,23,14513,EA,tai20_5_0.fsp
8,24,14513,EA,tai20_5_0.fsp
8,25,14489,EA,tai20_5_0.fsp
8,26,14447,EA,tai20_5_0.fsp
8,27,14447,EA,tai20_5_0.fsp
8,28,14438,EA,tai20_5_0.fsp
8,29,14438,EA,tai20_5_0.fsp
8,30,14388,EA,tai20_5_0.fsp
8,31,14388,EA,tai20_5_0.fsp
8,32,14388,EA,tai20_5_0.fsp
8,33,14388,EA,tai20_5_0.fsp
8,34,14388,EA,tai20_5_0.fsp
8,35,14388,EA,tai20_5_0.fsp
8,36,14388,EA,tai20_5_0.fsp
8,37,14388,EA,tai20_5_0.fsp
8,38,14388,EA,tai20_5_0.fsp
8,39,14388,EA,tai20_5_0.fsp
8,40,14388,EA,tai20_5_0.fsp
8,41,14388,EA,tai20_5_0.fsp
8,42,14388,EA,tai20_5_0.fsp
8,43,14388,EA,tai20_5_0.fsp
8,44,14388,EA,tai20_5_0.fsp
8,45,14388,EA,tai20_5_0.fsp
8,46,14388,EA,tai20_5_0.fsp
8,47,14388,EA,tai20_5_0.fsp
8,48,14383,EA,tai20_5_0.fsp
8,49,14383,EA,tai20_5_0.fsp
8,50,14383,EA,tai20_5_0.fsp
8,51,14383,EA,tai20_5_0.fsp
8,52,14383,EA,tai20_5_0.fsp
8,53,14383,EA,tai20_5_0.fsp
8,54,14383,EA,tai20_5_0.fsp
8,55,14383,EA,tai20_5_0.fsp
8,56,14383,EA,tai20_5_0.fsp
8,57,14383,EA,tai20_5_0.fsp
8,58,14383,EA,tai20_5_0.fsp
8,59,14383,EA,tai20_5_0.fsp
8,60,14383,EA,tai20_5_0.fsp
8,61,14383,EA,tai20_5_0.fsp
8,62,14383,EA,tai20_5_0.fsp
8,63,14383,EA,tai20_5_0.fsp
8,64,14383,EA,tai20_5_0.fsp
8,65,14383,EA,tai20_5_0.fsp
8,66,14383,EA,tai20_5_0.fsp
8,67,14383,EA,tai20_5_0.fsp
8,68,14383,EA,tai20_5_0.fsp
8,69,14383,EA,tai20_5_0.fsp
8,70,14383,EA,tai20_5_0.fsp
8,71,14331,EA,tai20_5_0.fsp
8,72,14331,EA,tai20_5_0.fsp
8,73,14331,EA,tai20_5_0.fsp
8,74,14331,EA,tai20_5_0.fsp
8,75,14331,EA,tai20_5_0.fsp
8,76,14331,EA,tai20_5_0.fsp
8,77,14331,EA,tai20_5_0.fsp
8,78,14314,EA,tai20_5_0.fsp
8,79,14314,EA,tai20_5_0.fsp
8,80,14314,EA,tai20_5_0.fsp
8,81,14314,EA,tai20_5_0.fsp
8,82,14314,EA,tai20_5_0.fsp
8,83,14314,EA,tai20_5_0.fsp
8,84,14314,EA,tai20_5_0.fsp
8,85,14314,EA,tai20_5_0.fsp
8,86,14314,EA,tai20_5_0.fsp
8,87,14314,EA,tai20_5_0.fsp
8,88,14314,EA,tai20_5_0.fsp
8,89,14314,EA,tai20_5_0.fsp
8,90,14314,EA,tai20_5_0.fsp
8,91,14314,EA,tai20_5_0.fsp
8,92,14314,EA,tai20_5_0.fsp
8,93,14314,EA,tai20_5_0.fsp
8,94,14314,EA,tai20_5_0.fsp
8,95,14314,EA,tai20_5_0.fsp
8,96,14314,EA,tai20_5_0.fsp
8,97,14314,EA,tai20_5_0.fsp
8,98,14204,EA,tai20_5_0.fsp
8,99,14204,EA,tai20_5_0.fsp
9,0,16263,EA,tai20_5_0.fsp
9,1,16218,EA,tai20_5_0.fsp
9,2,16149,EA,tai20_5_0.fsp
9,3,16011,EA,tai20_5_0.fsp
9,4,15927,EA,tai20_5_0.fsp
9,5,15484,EA,tai20_5_0.fsp
9,6,15484,EA,tai20_5_0.fsp
9,7,15457,EA,tai20_5_0.fsp
9,8,15441,EA,tai20_5_0.fsp
9,9,15370,EA,tai20_5_0.fsp
9,10,15370,EA,tai20_5_0.fsp
9,11,15188,EA,tai20_5_0.fsp
9,12,15188,EA,tai20_5_0.fsp
9,13,15124,EA,tai20_5_0.fsp
9,14,14878,EA,tai20_5_0.fsp
9,15,14878,EA,tai20_5_0.fsp
9,16,14804,EA,tai20_5_0.fsp
9,17,14804,EA,tai20_5_0.fsp
9,18,14721,EA,tai20_5_0.fsp
9,19,14721,EA,tai20_5_0.fsp
9,20,14721,EA,tai20_5_0.fsp
9,21,14692,EA,tai20_5_0.fsp
9,22,14692,EA,tai20_5_0.fsp
9,23,14692,EA,tai20_5_0.fsp
9,24,14657,EA,tai20_5_0.fsp
9,25,14657,EA,tai20_5_0.fsp
9,26,14633,EA,tai20_5_0.fsp
9,27,14618,EA,tai20_5_0.fsp
9,28,14618,EA,tai20_5_0.fsp
9,29,14618,EA,tai20_5_0.fsp
9,30,14618,EA,tai20_5_0.fsp
9,31,14538,EA,tai20_5_0.fsp
9,32,14538,EA,tai20_5_0.fsp
9,33,14538,EA,tai20_5_0.fsp
9,34,14538,EA,tai20_5_0.fsp
9,35,14515,EA,tai20_5_0.fsp
9,36,14464,EA,tai20_5_0.fsp
9,37,14464,EA,tai20_5_0.fsp
9,38,14464,EA,tai20_5_0.fsp
9,39,14418,EA,tai20_5_0.fsp
9,40,14414,EA,tai20_5_0.fsp
9,41,14414,EA,tai20_5_0.fsp
9,42,14384,EA,tai20_5_0.fsp
9,43,14384,EA,tai20_5_0.fsp
9,44,14384,EA,tai20_5_0.fsp
9,45,14271,EA,tai20_5_0.fsp
9,46,14271,EA,tai20_5_0.fsp
9,47,14271,EA,tai20_5_0.fsp
9,48,14218,EA,tai20_5_0.fsp
9,49,14218,EA,tai20_5_0.fsp
9,50,14218,EA,tai20_5_0.fsp
9,51,14218,EA,tai20_5_0.fsp
9,52,14218,EA,tai20_5_0.fsp
9,53,14218,EA,tai20_5_0.fsp
9,54,14218,EA,tai20_5_0.fsp
9,55,14218,EA,tai20_5_0.fsp
9,56,14218,EA,tai20_5_0.fsp
9,57,14218,EA,tai20_5_0.fsp
9,58,14218,EA,tai20_5_0.fsp
9,59,14218,EA,tai20_5_0.fsp
9,60,14218,EA,tai20_5_0.fsp
9,61,14218,EA,tai20_5_0.fsp
9,62,14218,EA,tai20_5_0.fsp
9,63,14218,EA,tai20_5_0.fsp
9,64,14218,EA,tai20_5_0.fsp
9,65,14218,EA,tai20_5_0.fsp
9,66,14218,EA,tai20_5_0.fsp
9,67,14218,EA,tai20_5_0.fsp
9,68,14218,EA,tai20_5_0.fsp
9,69,14218,EA,tai20_5_0.fsp
9,70,14218,EA,tai20_5_0.fsp
9,71,14218,EA,tai20_5_0.fsp
9,72,14218,EA,tai20_5_0.fsp
9,73,14218,EA,tai20_5_0.fsp
9,74,14218,EA,tai20_5_0.fsp
9,75,14218,EA,tai20_5_0.fsp
9,76,14218,EA,tai20_5_0.fsp
9,77,14218,EA,tai20_5_0.fsp
9,78,14218,EA,tai20_5_0.fsp
9,79,14218,EA,tai20_5_0.fsp
9,80,14168,EA,tai20_5_0.fsp
9,81,14168,EA,tai20_5_0.fsp
9,82,14168,EA,tai20_5_0.fsp
9,83,14168,EA,tai20_5_0.fsp
9,84,14168,EA,tai20_5_0.fsp
9,85,14168,EA,tai20_5_0.fsp
9,86,14168,EA,tai20_5_0.fsp
9,87,14168,EA,tai20_5_0.fsp
9,88,14168,EA,tai20_5_0.fsp
9,89,14128,EA,tai20_5_0.fsp
9,90,14128,EA,tai20_5_0.fsp
9,91,14128,EA,tai20_5_0.fsp
9,92,14128,EA,tai20_5_0.fsp
9,93,14128,EA,tai20_5_0.fsp
9,94,14128,EA,tai20_5_0.fsp
9,95,14128,EA,tai20_5_0.fsp
9,96,14128,EA,tai20_5_0.fsp
9,97,14128,EA,tai20_5_0.fsp
9,98,14128,EA,tai20_5_0.fsp
9,99,14128,EA,tai20_5_0.fsp
0,0,23839,EA,tai20_10_0.fsp
0,1,23509,EA,tai20_10_0.fsp
0,2,23509,EA,tai20_10_0.fsp
0,3,23176,EA,tai20_10_0.fsp
0,4,23127,EA,tai20_10_0.fsp
0,5,23110,EA,tai20_10_0.fsp
0,6,23011,EA,tai20_10_0.fsp
0,7,23011,EA,tai20_10_0.fsp
0,8,23011,EA,tai20_10_0.fsp
0,9,23011,EA,tai20_10_0.fsp
0,10,22864,EA,tai20_10_0.fsp
0,11,22864,EA,tai20_10_0.fsp
0,12,22850,EA,tai20_10_0.fsp
0,13,22850,EA,tai20_10_0.fsp
0,14,22809,EA,tai20_10_0.fsp
0,15,22752,EA,tai20_10_0.fsp
0,16,22658,EA,tai20_10_0.fsp
0,17,22610,EA,tai20_10_0.fsp
0,18,22610,EA,tai20_10_0.fsp
0,19,22530,EA,tai20_10_0.fsp
0,20,22515,EA,tai20_10_0.fsp
0,21,22515,EA,tai20_10_0.fsp
0,22,22515,EA,tai20_10_0.fsp
0,23,22471,EA,tai20_10_0.fsp
0,24,22374,EA,tai20_10_0.fsp
0,25,22374,EA,tai20_10_0.fsp
0,26,22238,EA,tai20_10_0.fsp
0,27,22238,EA,tai20_10_0.fsp
0,28,22198,EA,tai20_10_0.fsp
0,29,22198,EA,tai20_10_0.fsp
0,30,22198,EA,tai20_10_0.fsp
0,31,22198,EA,tai20_10_0.fsp
0,32,22198,EA,tai20_10_0.fsp
0,33,22198,EA,tai20_10_0.fsp
0,34,22125,EA,tai20_10_0.fsp
0,35,22125,EA,tai20_10_0.fsp
0,36,22125,EA,tai20_10_0.fsp
0,37,22125,EA,tai20_10_0.fsp
0,38,22125,EA,tai20_10_0.fsp
0,39,22125,EA,tai20_10_0.fsp
0,40,22119,EA,tai20_10_0.fsp
0,41,22119,EA,tai20_10_0.fsp
0,42,22042,EA,tai20_10_0.fsp
0,43,22042,EA,tai20_10_0.fsp
0,44,22026,EA,tai20_10_0.fsp
0,45,22026,EA,tai20_10_0.fsp
0,46,22026,EA,tai20_10_0.fsp
0,47,22026,EA,tai20_10_0.fsp
0,48,22026,EA,tai20_10_0.fsp
0,49,22025,EA,tai20_10_0.fsp
0,50,22025,EA,tai20_10_0.fsp
0,51,22025,EA,tai20_10_0.fsp
0,52,22025,EA,tai20_10_0.fsp
0,53,22025,EA,tai20_10_0.fsp
0,54,22025,EA,tai20_10_0.fsp
0,55,22025,EA,tai20_10_0.fsp
0,56,22025,EA,tai20_10_0.fsp
0,57,22025,EA,tai20_10_0.fsp
0,58,21979,EA,tai20_10_0.fsp
0,59,21979,EA,tai20_10_0.fsp
0,60,21961,EA,tai20_10_0.fsp
0,61,21961,EA,tai20_10_0.fsp
0,62,21961,EA,tai20_10_0.fsp
0,63,21864,EA,tai20_10_0.fsp
0,64,21864,EA,tai20_10_0.fsp
0,65,21864,EA,tai20_10_0.fsp
0,66,21864,EA,tai20_10_0.fsp
0,67,21864,EA,tai20_10_0.fsp
0,68,21864,EA,tai20_10_0.fsp
0,69,21864,EA,tai20_10_0.fsp
0,70,21864,EA,tai20_10_0.fsp
0,71,21864,EA,tai20_10_0.fsp
0,72,21864,EA,tai20_10_0.fsp
0,73,21864,EA,tai20_10_0.fsp
0,74,21864,EA,tai20_10_0.fsp
0,75,21864,EA,tai20_10_0.fsp
0,76,21864,EA,tai20_10_0.fsp
0,77,21864,EA,tai20_10_0.fsp
0,78,21864,EA,tai20_10_0.fsp
0,79,21864,EA,tai20_10_0.fsp
0,80,21864,EA,tai20_10_0.fsp
0,81,21864,EA,tai20_10_0.fsp
0,82,21864,EA,tai20_10_0.fsp
0,83,21864,EA,tai20_10_0.fsp
0,84,21864,EA,tai20_10_0.fsp
0,85,21864,EA,tai20_10_0.fsp
0,86,21864,EA,tai20_10_0.fsp
0,87,21864,EA,tai20_10_0.fsp
0,88,21864,EA,tai20_10_0.fsp
0,89,21864,EA,tai20_10_0.fsp
0,90,21864,EA,tai20_10_0.fsp
0,91,21864,EA,tai20_10_0.fsp
0,92,21864,EA,tai20_10_0.fsp
0,93,21864,EA,tai20_10_0.fsp
0,94,21864,EA,tai20_10_0.fsp
0,95,21864,EA,tai20_10_0.fsp
0,96,21864,EA,tai20_10_0.fsp
0,97,21864,EA,tai20_10_0.fsp
0,98,21864,EA,tai20_10_0.fsp
0,99,21864,EA,tai20_10_0.fsp
1,0,22646,EA,tai20_10_0.fsp
1,1,22646,EA,tai20_10_0.fsp
1,2,22646,EA,tai20_10_0.fsp
1,3,22646,EA,tai20_10_0.fsp
1,4,22646,EA,tai20_10_0.fsp
1,5,22646,EA,tai20_10_0.fsp
1,6,22634,EA,tai20_10_0.fsp
1,7,22634,EA,tai20_10_0.fsp
1,8,22634,EA,tai20_10_0.fsp
1,9,22634,EA,tai20_10_0.fsp
1,10,22528,EA,tai20_10_0.fsp
1,11,22528,EA,tai20_10_0.fsp
1,12,22528,EA,tai20_10_0.fsp
1,13,22528,EA,tai20_10_0.fsp
1,14,22528,EA,tai20_10_0.fsp
1,15,22508,EA,tai20_10_0.fsp
1,16,22430,EA,tai20_10_0.fsp
1,17,22430,EA,tai20_10_0.fsp
1,18,22430,EA,tai20_10_0.fsp
1,19,22413,EA,tai20_10_0.fsp
1,20,22355,EA,tai20_10_0.fsp
1,21,22355,EA,tai20_10_0.fsp
1,22,22355,EA,tai20_10_0.fsp
1,23,22355,EA,tai20_10_0.fsp
1,24,22274,EA,tai20_10_0.fsp
1,25,22274,EA,tai20_10_0.fsp
1,26,22274,EA,tai20_10_0.fsp
1,27,22274,EA,tai20_10_0.fsp
1,28,22274,EA,tai20_10_0.fsp
1,29,22274,EA,tai20_10_0.fsp
1,30,22274,EA,tai20_10_0.fsp
1,31,22266,EA,tai20_10_0.fsp
1,32,22266,EA,tai20_10_0.fsp
1,33,22266,EA,tai20_10_0.fsp
1,34,22266,EA,tai20_10_0.fsp
1,35,22266,EA,tai20_10_0.fsp
1,36,22266,EA,tai20_10_0.fsp
1,37,22266,EA,tai20_10_0.fsp
1,38,22195,EA,tai20_10_0.fsp
1,39,22195,EA,tai20_10_0.fsp
1,40,22195,EA,tai20_10_0.fsp
1,41,22195,EA,tai20_10_0.fsp
1,42,22195,EA,tai20_10_0.fsp
1,43,22159,EA,tai20_10_0.fsp
1,44,22159,EA,tai20_10_0.fsp
1,45,22148,EA,tai20_10_0.fsp
1,46,22148,EA,tai20_10_0.fsp
1,47,22148,EA,tai20_10_0.fsp
1,48,22148,EA,tai20_10_0.fsp
1,49,22148,EA,tai20_10_0.fsp
1,50,22148,EA,tai20_10_0.fsp
1,51,22076,EA,tai20_10_0.fsp
1,52,22076,EA,tai20_10_0.fsp
1,53,22076,EA,tai20_10_0.fsp
1,54,22076,EA,tai20_10_0.fsp
1,55,22076,EA,tai20_10_0.fsp
1,56,22076,EA,tai20_10_0.fsp
1,57,22076,EA,tai20_10_0.fsp
1,58,22076,EA,tai20_10_0.fsp
1,59,22076,EA,tai20_10_0.fsp
1,60,22076,EA,tai20_10_0.fsp
1,61,22076,EA,tai20_10_0.fsp
1,62,22076,EA,tai20_10_0.fsp
1,63,22076,EA,tai20_10_0.fsp
1,64,22076,EA,tai20_10_0.fsp
1,65,22076,EA,tai20_10_0.fsp
1,66,22076,EA,tai20_10_0.fsp
1,67,22076,EA,tai20_10_0.fsp
1,68,22076,EA,tai20_10_0.fsp
1,69,22076,EA,tai20_10_0.fsp
1,70,22076,EA,tai20_10_0.fsp
1,71,22076,EA,tai20_10_0.fsp
1,72,22076,EA,tai20_10_0.fsp
1,73,22076,EA,tai20_10_0.fsp
1,74,22076,EA,tai20_10_0.fsp
1,75,22076,EA,tai20_10_0.fsp
1,76,22076,EA,tai20_10_0.fsp
1,77,22076,EA,tai20_10_0.fsp
1,78,22076,EA,tai20_10_0.fsp
1,79,22076,EA,tai20_10_0.fsp
1,80,22076,EA,tai20_10_0.fsp
1,81,22076,EA,tai20_10_0.fsp
1,82,22076,EA,tai20_10_0.fsp
1,83,22076,EA,tai20_10_0.fsp
1,84,22076,EA,tai20_10_0.fsp
1,85,22076,EA,tai20_10_0.fsp
1,86,22076,EA,tai20_10_0.fsp
1,87,22076,EA,tai20_10_0.fsp
1,88,22076,EA,tai20_10_0.fsp
1,89,22076,EA,tai20_10_0.fsp
1,90,22076,EA,tai20_10_0.fsp
1,91,22076,EA,tai20_10_0.fsp
1,92,22076,EA,tai20_10_0.fsp
1,93,22076,EA,tai20_10_0.fsp
1,94,22076,EA,tai20_10_0.fsp
1,95,22076,EA,tai20_10_0.fsp
1,96,22076,EA,tai20_10_0.fsp
1,97,22076,EA,tai20_10_0.fsp
1,98,22076,EA,tai20_10_0.fsp
1,99,22076,EA,tai20_10_0.fsp
2,0,23925,EA,tai20_10_0.fsp
2,1,23910,EA,tai20_10_0.fsp
2,2,23862,EA,tai20_10_0.fsp
2,3,23202,EA,tai20_10_0.fsp
2,4,23202,EA,tai20_10_0.fsp
2,5,23202,EA,tai20_10_0.fsp
2,6,23202,EA,tai20_10_0.fsp
2,7,23202,EA,tai20_10_0.fsp
2,8,23173,EA,tai20_10_0.fsp
2,9,23173,EA,tai20_10_0.fsp
2,10,23173,EA,tai20_10_0.fsp
2,11,23012,EA,tai20_10_0.fsp
2,12,23012,EA,tai20_10_0.fsp
2,13,22990,EA,tai20_10_0.fsp
2,14,22835,EA,tai20_10_0.fsp
2,15,22835,EA,tai20_10_0.fsp
2,16,22835,EA,tai20_10_0.fsp
2,17,22835,EA,tai20_10_0.fsp
2,18,22691,EA,tai20_10_0.fsp
2,19,22659,EA,tai20_10_0.fsp
2,20,22424,EA,tai20_10_0.fsp
2,21,22424,EA,tai20_10_0.fsp
2,22,22424,EA,tai20_10_0.fsp
2,23,22424,EA,tai20_10_0.fsp
2,24,22424,EA,tai20_10_0.fsp
2,25,22422,EA,tai20_10_0.fsp
2,26,22422,EA,tai20_10_0.fsp
2,27,22422,EA,tai20_10_0.fsp
2,28,22422,EA,tai20_10_0.fsp
2,29,22406,EA,tai20_10_0.fsp
2,30,22350,EA,tai20_10_0.fsp
2,31,22350,EA,tai20_10_0.fsp
2,32,22350,EA,tai20_10_0.fsp
2,33,22350,EA,tai20_10_0.fsp
2,34,22350,EA,tai20_10_0.fsp
2,35,22350,EA,tai20_10_0.fsp
2,36,22350,EA,tai20_10_0.fsp
2,37,22254,EA,tai20_10_0.fsp
2,38,22254,EA,tai20_10_0.fsp
2,39,22254,EA,tai20_10_0.fsp
2,40,22254,EA,tai20_10_0.fsp
2,41,22254,EA,tai20_10_0.fsp
2,42,22148,EA,tai20_10_0.fsp
2,43,22148,EA,tai20_10_0.fsp
2,44,22148,EA,tai20_10_0.fsp
2,45,22148,EA,tai20_10_0.fsp
2,46,22148,EA,tai20_10_0.fsp
2,47,22148,EA,tai20_10_0.fsp
2,48,22148,EA,tai20_10_0.fsp
2,49,22148,EA,tai20_10_0.fsp
2,50,22148,EA,tai20_10_0.fsp
2,51,22148,EA,tai20_10_0.fsp
2,52,22148,EA,tai20_10_0.fsp
2,53,22148,EA,tai20_10_0.fsp
2,54,22148,EA,tai20_10_0.fsp
2,55,22148,EA,tai20_10_0.fsp
2,56,22148,EA,tai20_10_0.fsp
2,57,22148,EA,tai20_10_0.fsp
2,58,22148,EA,tai20_10_0.fsp
2,59,22148,EA,tai20_10_0.fsp
2,60,22148,EA,tai20_10_0.fsp
2,61,22148,EA,tai20_10_0.fsp
2,62,22148,EA,tai20_10_0.fsp
2,63,22148,EA,tai20_10_0.fsp
2,64,22148,EA,tai20_10_0.fsp
2,65,22148,EA,tai20_10_0.fsp
2,66,22148,EA,tai20_10_0.fsp
